transaction_id,transaction_date,vendor_id,department,payment_method,amount,approved
TXN00874,2025-11-15 02:09:43.783783784,Vendor_098,Procurement,Bank Transfer,10202.07,No
TXN00875,2025-11-15 10:54:24.864864864,Vendor_052,HR,Bank Transfer,1214.35,Yes
TXN00876,2025-11-15 19:39:05.945945948,Vendor_038,IT,Bank Transfer,1430.81,Yes
TXN00877,2025-11-16 04:23:47.027027028,Vendor_097,IT,Card,6728.65,Yes
TXN00878,2025-11-16 13:08:28.108108108,Vendor_088,Procurement,Card,3704.1,Yes
TXN00879,2025-11-16 21:53:09.189189192,Vendor_079,Finance,Card,4634.02,Yes
TXN00880,2025-11-17 06:37:50.270270272,Vendor_030,Operations,Card,3914.61,Yes
TXN00881,2025-11-17 15:22:31.351351352,Vendor_051,Sales,Card,4074.72,Yes
TXN00882,2025-11-18 00:07:12.432432432,Vendor_081,Finance,Bank Transfer,1031.55,Yes
TXN00883,2025-11-18 08:51:53.513513516,Vendor_005,HR,Card,6890.19,Yes
TXN00884,2025-11-18 17:36:34.594594596,Vendor_029,IT,Card,7598.24,Yes
TXN00885,2025-11-19 02:21:15.675675676,Vendor_004,Procurement,Bank Transfer,2481.17,Yes
TXN00886,2025-11-19 11:05:56.756756756,Vendor_010,Procurement,Card,2879.06,Yes
TXN00887,2025-11-19 19:50:37.837837840,Vendor_056,Operations,Bank Transfer,875.78,No
TXN00888,2025-11-20 04:35:18.918918920,Vendor_017,Finance,Bank Transfer,4498.07,Yes
TXN00889,2025-11-20 13:20:00.000000000,Vendor_074,Operations,Cheque,4710.96,Yes
TXN00890,2025-11-20 22:04:41.081081080,Vendor_017,IT,Cheque,2836.28,Yes
TXN00891,2025-11-21 06:49:22.162162164,Vendor_084,Operations,Cheque,7328.18,Yes
TXN00892,2025-11-21 15:34:03.243243244,Vendor_088,Sales,Cheque,2281.84,Yes
TXN00893,2025-11-22 00:18:44.324324324,Vendor_069,Procurement,Card,4682.96,Yes
TXN00894,2025-11-22 09:03:25.405405408,Vendor_034,Procurement,Cheque,1318.52,Yes
TXN00895,2025-11-22 17:48:06.486486488,Vendor_006,HR,Bank Transfer,2925.32,Yes
TXN00896,2025-11-23 02:32:47.567567568,Vendor_053,HR,Card,2592.86,Yes
TXN00897,2025-11-23 11:17:28.648648648,Vendor_066,IT,Cheque,3569.73,Yes
TXN00898,2025-11-23 20:02:09.729729732,Vendor_077,Sales,Bank Transfer,2218.04,Yes
TXN00899,2025-11-24 04:46:50.810810812,Vendor_043,Finance,Card,2683.35,Yes
TXN00900,2025-11-24 13:31:31.891891892,Vendor_075,Operations,Card,5772.37,Yes
TXN00901,2025-11-24 22:16:12.972972972,Vendor_023,IT,Cheque,2101.88,Yes
TXN00902,2025-11-25 07:00:54.054054056,Vendor_055,HR,Card,824.47,Yes
TXN00903,2025-11-25 15:45:35.135135136,Vendor_080,Operations,Bank Transfer,12084.36,Yes
TXN00904,2025-11-26 00:30:16.216216216,Vendor_095,HR,Card,9001.65,Yes
TXN00905,2025-11-26 09:14:57.297297300,Vendor_075,Operations,Bank Transfer,1060.18,Yes
TXN00906,2025-11-26 17:59:38.378378380,Vendor_016,Finance,Card,5175.89,Yes
TXN00907,2025-11-27 02:44:19.459459460,Vendor_008,IT,Cheque,1993.45,Yes
TXN00908,2025-11-27 11:29:00.540540540,Vendor_004,Operations,Bank Transfer,3680.45,No
TXN00909,2025-11-27 20:13:41.621621624,Vendor_004,Sales,Card,3772.07,Yes
TXN00910,2025-11-28 04:58:22.702702704,Vendor_056,Procurement,Card,2471.24,Yes
TXN00911,2025-11-28 13:43:03.783783784,Vendor_025,Sales,Card,1592.38,Yes
TXN00912,2025-11-28 22:27:44.864864864,Vendor_067,Sales,Bank Transfer,1715.68,Yes
TXN00913,2025-11-29 07:12:25.945945948,Vendor_096,Procurement,Bank Transfer,1432.31,Yes
TXN00914,2025-11-29 15:57:07.027027028,Vendor_067,Sales,Bank Transfer,1532.33,Yes
TXN00915,2025-11-30 00:41:48.108108108,Vendor_027,Operations,Cheque,2824.98,Yes
TXN00916,2025-11-30 09:26:29.189189192,Vendor_093,Operations,Cheque,1681.42,Yes
TXN00917,2025-11-30 18:11:10.270270272,Vendor_032,Operations,Bank Transfer,5144.28,Yes
TXN00918,2025-12-01 02:55:51.351351352,Vendor_050,Procurement,Card,9796.66,Yes
TXN00919,2025-12-01 11:40:32.432432432,Vendor_061,Sales,Cheque,1874.24,Yes
TXN00920,2025-12-01 20:25:13.513513516,Vendor_051,Procurement,Bank Transfer,3610.22,Yes
TXN00921,2025-12-02 05:09:54.594594596,Vendor_019,Operations,Card,4445.95,Yes
TXN00922,2025-12-02 13:54:35.675675676,Vendor_021,Sales,Cheque,4348.57,Yes
TXN00923,2025-12-02 22:39:16.756756756,Vendor_005,Sales,Card,3167.71,Yes
TXN00924,2025-12-03 07:23:57.837837840,Vendor_082,HR,Card,5399.96,Yes
TXN00925,2025-12-03 16:08:38.918918920,Vendor_092,HR,Card,4384.36,Yes
TXN00926,2025-12-04 00:53:20.000000000,Vendor_042,Finance,Card,1107.51,Yes
TXN00927,2025-12-04 09:38:01.081081080,Vendor_061,IT,Cheque,5974.91,Yes
TXN00928,2025-12-04 18:22:42.162162164,Vendor_022,HR,Cheque,6062.23,Yes
TXN00929,2025-12-05 03:07:23.243243244,Vendor_021,Procurement,Cheque,1618.69,Yes
TXN00930,2025-12-05 11:52:04.324324324,Vendor_070,HR,Bank Transfer,3072.82,Yes
TXN00931,2025-12-05 20:36:45.405405408,Vendor_001,Finance,Cheque,5149.54,Yes
TXN00932,2025-12-06 05:21:26.486486488,Vendor_005,Sales,Card,2521.35,Yes
TXN00933,2025-12-06 14:06:07.567567568,Vendor_012,Finance,Cheque,7033.1,Yes
TXN00934,2025-12-06 22:50:48.648648648,Vendor_090,Sales,Card,19753.74,Yes
TXN00935,2025-12-07 07:35:29.729729732,Vendor_046,Sales,Bank Transfer,1589.56,Yes
TXN00936,2025-12-07 16:20:10.810810812,Vendor_034,IT,Card,987.49,Yes
TXN00937,2025-12-08 01:04:51.891891892,Vendor_049,HR,Card,3801.13,Yes
TXN00938,2025-12-08 09:49:32.972972972,Vendor_078,Procurement,Card,5309.48,Yes
TXN00939,2025-12-08 18:34:14.054054056,Vendor_090,Procurement,Bank Transfer,2478.25,No
TXN00940,2025-12-09 03:18:55.135135136,Vendor_045,Operations,Cheque,9533.89,Yes
TXN00941,2025-12-09 12:03:36.216216216,Vendor_027,Sales,Cheque,1021.59,Yes
TXN00942,2025-12-09 20:48:17.297297300,Vendor_073,Procurement,Bank Transfer,5189.2,Yes
TXN00943,2025-12-10 05:32:58.378378380,Vendor_026,IT,Card,1835.94,Yes
TXN00944,2025-12-10 14:17:39.459459460,Vendor_047,Sales,Cheque,11795.84,Yes
TXN00945,2025-12-10 23:02:20.540540540,Vendor_086,IT,Bank Transfer,14676.64,Yes
TXN00946,2025-12-11 07:47:01.621621624,Vendor_056,Procurement,Cheque,1614.33,Yes
TXN00947,2025-12-11 16:31:42.702702704,Vendor_094,Procurement,Bank Transfer,1920.53,Yes
TXN00948,2025-12-12 01:16:23.783783784,Vendor_063,Operations,Card,5929.35,Yes
TXN00949,2025-12-12 10:01:04.864864864,Vendor_048,Procurement,Cheque,2187.02,Yes
TXN00950,2025-12-12 18:45:45.945945948,Vendor_061,Sales,Bank Transfer,2874.61,Yes
TXN00951,2025-12-13 03:30:27.027027028,Vendor_081,Sales,Cheque,3042.12,Yes
TXN00952,2025-12-13 12:15:08.108108108,Vendor_026,Sales,Cheque,641.79,No
TXN00953,2025-12-13 20:59:49.189189192,Vendor_036,Operations,Cheque,2948.14,Yes
TXN00954,2025-12-14 05:44:30.270270272,Vendor_001,Operations,Cheque,1716.8,Yes
TXN00955,2025-12-14 14:29:11.351351352,Vendor_008,Procurement,Bank Transfer,2009.22,Yes
TXN00956,2025-12-14 23:13:52.432432432,Vendor_099,Finance,Card,9460.74,No
TXN00957,2025-12-15 07:58:33.513513516,Vendor_052,Finance,Bank Transfer,1090.94,Yes
TXN00958,2025-12-15 16:43:14.594594596,Vendor_079,Operations,Bank Transfer,5713.37,Yes
TXN00959,2025-12-16 01:27:55.675675676,Vendor_047,Procurement,Bank Transfer,2384.7,Yes
TXN00960,2025-12-16 10:12:36.756756756,Vendor_056,Finance,Card,2383.18,Yes
TXN00961,2025-12-16 18:57:17.837837840,Vendor_086,Procurement,Cheque,5609.95,Yes
TXN00962,2025-12-17 03:41:58.918918920,Vendor_014,Procurement,Cheque,3912.93,Yes
TXN00963,2025-12-17 12:26:40.000000000,Vendor_090,Procurement,Cheque,4705.51,Yes
TXN00964,2025-12-17 21:11:21.081081080,Vendor_028,HR,Card,6467.52,Yes
TXN00965,2025-12-18 05:56:02.162162164,Vendor_087,Sales,Cheque,2286.9,Yes
TXN00966,2025-12-18 14:40:43.243243244,Vendor_078,Procurement,Card,1826.6,Yes
TXN00967,2025-12-18 23:25:24.324324324,Vendor_088,HR,Cheque,1251.23,Yes
TXN00968,2025-12-19 08:10:05.405405408,Vendor_002,Operations,Cheque,1540.21,Yes
TXN00969,2025-12-19 16:54:46.486486488,Vendor_026,Finance,Bank Transfer,31548.32,Yes
TXN00970,2025-12-20 01:39:27.567567568,Vendor_014,Sales,Card,8068.67,Yes
TXN00971,2025-12-20 10:24:08.648648648,Vendor_059,Finance,Bank Transfer,1011.45,Yes
TXN00972,2025-12-20 19:08:49.729729732,Vendor_056,Sales,Bank Transfer,1034.87,Yes
TXN00973,2025-12-21 03:53:30.810810812,Vendor_007,Finance,Bank Transfer,4383.02,Yes
TXN00974,2025-12-21 12:38:11.891891892,Vendor_003,Sales,Card,4618.44,Yes
TXN00975,2025-12-21 21:22:52.972972972,Vendor_023,Finance,Card,4624.42,Yes
TXN00976,2025-12-22 06:07:34.054054056,Vendor_018,Finance,Cheque,2430.95,Yes
TXN00977,2025-12-22 14:52:15.135135136,Vendor_038,Finance,Bank Transfer,2696.3,Yes
TXN00978,2025-12-22 23:36:56.216216216,Vendor_099,Finance,Cheque,3875.01,Yes
TXN00979,2025-12-23 08:21:37.297297300,Vendor_015,Operations,Bank Transfer,3192.99,Yes
TXN00980,2025-12-23 17:06:18.378378380,Vendor_064,Procurement,Card,505.0,Yes
TXN00981,2025-12-24 01:50:59.459459460,Vendor_089,IT,Card,2480.36,Yes
TXN00982,2025-12-24 10:35:40.540540540,Vendor_028,HR,Card,1508.51,Yes
TXN00983,2025-12-24 19:20:21.621621624,Vendor_074,IT,Bank Transfer,3429.5,Yes
TXN00984,2025-12-25 04:05:02.702702704,Vendor_039,IT,Card,32474.39,No
TXN00985,2025-12-25 12:49:43.783783784,Vendor_057,Sales,Bank Transfer,3999.74,Yes
TXN00986,2025-12-25 21:34:24.864864864,Vendor_017,Procurement,Cheque,2319.66,Yes
TXN00987,2025-12-26 06:19:05.945945948,Vendor_086,Sales,Bank Transfer,6231.93,Yes
TXN00988,2025-12-26 15:03:47.027027028,Vendor_090,Procurement,Cheque,4385.9,Yes
TXN00989,2025-12-26 23:48:28.108108108,Vendor_044,Procurement,Bank Transfer,4171.69,Yes
TXN00990,2025-12-27 08:33:09.189189192,Vendor_025,Finance,Cheque,4843.92,Yes
TXN00991,2025-12-27 17:17:50.270270272,Vendor_017,Operations,Card,15448.0,Yes
TXN00992,2025-12-28 02:02:31.351351352,Vendor_013,Finance,Cheque,1206.27,Yes
TXN00993,2025-12-28 10:47:12.432432432,Vendor_084,Operations,Card,4354.24,Yes
TXN00994,2025-12-28 19:31:53.513513516,Vendor_025,Sales,Card,1420.69,Yes
TXN00995,2025-12-29 04:16:34.594594596,Vendor_068,Operations,Cheque,4649.01,Yes
TXN00996,2025-12-29 13:01:15.675675676,Vendor_010,Sales,Bank Transfer,1429.46,Yes
TXN00997,2025-12-29 21:45:56.756756756,Vendor_067,IT,Bank Transfer,2134.75,Yes
TXN00998,2025-12-30 06:30:37.837837840,Vendor_018,IT,Bank Transfer,2354.13,Yes
TXN00999,2025-12-30 15:15:18.918918920,Vendor_100,Operations,Bank Transfer,6507.13,Yes
TXN01000,2025-12-31 00:00:00.000000000,Vendor_086,Operations,Bank Transfer,6215.26,Yes
TXN_DUP_001,2025-02-06 10:28:28.108108108,Vendor_026,Operations,Card,15522.1,Yes
TXN_DUP_002,2025-02-06 19:13:09.189189189,Vendor_089,Finance,Cheque,1268.99,Yes
